,arrival_time,departure_time,required_energy
0,16.8,20.7,38.5
1,3.5,7.0,35.2
2,70.6,71.1,5.5
3,43.5,46.7,31.9
4,39.4,41.9,25.299999999999997
5,78.4,79.2,7.699999999999999
6,23.4,24.9,15.399999999999999
7,41.7,47.6,59.400000000000006
8,59.5,63.2,37.4
9,66.7,71.6,49.5
10,8.6,10.6,19.8
11,1.5,7.4,59.400000000000006
12,68.4,71.8,34.1
13,12.3,16.4,40.7
14,7.9,11.2,33.0
15,55.3,57.4,20.9
16,44.9,47.4,25.299999999999997
17,73.9,78.6,47.3
18,69.9,71.2,13.2
19,49.2,50.7,15.399999999999999
20,41.0,41.8,7.699999999999999
21,51.4,52.6,12.100000000000001
22,58.5,63.4,49.5
23,32.9,38.5,56.099999999999994
24,59.2,62.6,34.1
25,62.5,64.9,24.200000000000003
26,29.4,34.4,49.5
27,29.0,31.9,28.6
28,64.1,65.8,16.5
29,78.4,80.8,24.200000000000003
30,36.6,37.7,11.0
31,39.1,45.0,59.400000000000006
32,51.7,54.9,31.9
33,64.0,66.4,24.200000000000003
34,5.0,8.6,36.3
35,51.7,53.0,13.2
36,26.3,30.2,38.5
37,22.9,26.8,38.5
38,2.0,4.1,20.9
39,72.1,78.4,62.7
40,77.1,80.3,31.9
41,73.7,75.2,15.399999999999999
42,24.9,28.3,34.1
43,72.4,73.8,14.3
44,56.0,58.8,27.5
45,54.7,59.3,46.2
46,17.4,22.0,46.2
47,38.7,40.2,15.399999999999999
48,15.3,21.2,59.400000000000006
49,70.1,73.9,38.5
50,20.8,22.4,16.5
51,73.2,75.2,19.8
52,77.5,79.4,18.7
53,18.4,20.3,18.7
54,15.9,19.8,38.5
55,36.0,36.8,7.699999999999999
56,62.2,66.3,40.7
57,35.4,39.7,42.9
58,15.0,19.0,39.6
59,33.1,34.6,15.399999999999999
60,71.3,75.5,41.8
61,73.6,75.0,14.3
62,17.6,20.6,29.700000000000003
63,53.2,58.6,53.900000000000006
64,69.6,73.8,41.8
65,56.4,62.0,56.099999999999994
66,62.6,67.2,46.2
67,7.4,8.7,13.2
68,39.5,42.9,34.1
69,33.2,36.9,37.4
70,1.4,6.1,47.3
71,72.3,76.5,41.8
72,5.1,11.2,60.5
73,22.1,24.2,20.9
74,45.5,50.8,52.8
75,65.3,71.6,62.7
76,36.0,41.8,58.3
77,16.0,21.4,53.900000000000006
78,46.4,51.0,46.2
79,50.9,55.6,47.3
80,15.2,18.7,35.2
81,66.8,68.3,15.399999999999999
82,4.0,4.6,5.5
83,21.2,27.7,64.9
84,7.9,10.6,27.5
85,6.6,12.8,61.599999999999994
86,64.6,66.6,19.8
87,34.2,36.3,20.9
88,6.4,9.0,26.4
89,14.8,20.3,55.0
90,9.4,15.9,64.9
91,55.9,61.8,59.400000000000006
92,70.6,71.3,6.6
93,31.9,36.4,45.099999999999994
94,25.7,31.4,57.2
95,33.2,35.7,25.299999999999997
96,23.7,25.2,15.399999999999999
97,11.2,13.2,19.8
98,55.6,58.9,33.0
99,15.8,21.5,57.2
100,43.9,45.4,15.399999999999999
101,22.2,27.4,51.7
102,17.1,22.7,56.099999999999994
103,42.9,49.4,64.9
104,20.0,24.4,44.0
105,42.5,46.1,36.3
106,50.3,53.5,31.9
107,32.6,35.4,27.5
108,35.4,36.7,13.2
109,62.0,63.0,9.9
110,42.5,45.7,31.9
111,45.6,49.4,38.5
112,36.0,40.8,48.400000000000006
113,17.6,23.7,60.5
114,71.7,75.2,35.2
115,18.7,25.3,66.0
116,3.3,8.7,53.900000000000006
117,29.0,31.5,25.299999999999997
118,16.7,21.9,51.7
119,74.7,80.9,61.599999999999994
120,10.3,16.7,63.8
121,25.7,29.8,40.7
122,79.3,85.1,58.3
123,6.3,11.9,56.099999999999994
124,13.2,16.6,34.1
125,74.7,79.4,47.3
126,23.2,25.0,17.6
127,78.1,83.0,49.5
128,46.0,47.6,16.5
129,19.9,25.4,55.0
130,73.9,75.0,11.0
131,64.5,65.6,11.0
132,36.9,41.4,45.099999999999994
133,52.3,53.5,12.100000000000001
134,25.4,29.1,37.4
135,20.6,23.2,26.4
136,62.7,64.4,16.5
137,74.1,77.7,36.3
138,36.3,37.7,14.3
139,33.8,40.0,61.599999999999994
140,46.3,51.7,53.900000000000006
141,19.9,22.5,26.4
142,8.8,10.8,19.8
143,13.1,17.6,45.099999999999994
144,35.3,41.3,60.5
145,59.6,62.0,24.200000000000003
146,56.1,60.0,38.5
147,73.0,76.8,38.5
148,67.6,72.3,47.3
149,13.6,19.9,62.7
150,51.0,56.7,57.2
151,78.1,83.7,56.099999999999994
152,8.5,11.2,27.5
153,37.7,42.9,51.7
154,48.6,51.9,33.0
155,63.3,65.3,19.8
156,15.6,17.2,16.5
157,60.8,63.7,28.6
158,78.8,80.4,16.5
159,9.4,11.5,20.9
160,44.6,46.0,14.3
161,6.7,11.5,48.400000000000006
162,64.0,66.6,26.4
163,54.2,57.6,34.1
164,56.9,62.7,58.3
165,5.8,8.0,22.0
166,38.4,39.5,11.0
167,12.2,13.1,8.8
168,29.7,32.9,31.9
169,9.1,13.0,38.5
170,5.6,11.2,56.099999999999994
171,65.4,70.9,55.0
172,77.8,83.5,57.2
173,25.2,31.7,64.9
174,5.2,9.4,41.8
175,34.4,39.2,48.400000000000006
176,66.2,68.5,23.1
177,30.4,35.5,50.599999999999994
178,66.4,68.1,16.5
179,5.1,10.0,49.5
180,48.9,50.1,12.100000000000001
181,16.8,19.3,25.299999999999997
182,72.0,74.5,25.299999999999997
183,73.3,76.5,31.9
184,79.2,80.2,9.9
185,75.3,76.1,7.699999999999999
186,17.4,19.6,22.0
187,50.3,54.8,45.099999999999994
188,58.1,62.8,47.3
189,74.5,79.3,48.400000000000006
190,69.2,73.2,39.6
191,38.9,42.2,33.0
192,36.5,37.3,7.699999999999999
193,67.0,70.7,37.4
194,66.7,69.1,24.200000000000003
195,46.4,51.5,50.599999999999994
196,36.1,40.0,38.5
197,75.2,80.8,56.099999999999994
198,78.9,82.5,36.3
199,55.1,61.5,63.8
200,23.2,28.0,48.400000000000006
201,4.2,10.0,58.3
202,69.2,73.7,45.099999999999994
203,14.4,19.3,49.5
204,4.4,7.6,31.9
205,51.9,55.2,33.0
206,19.5,25.6,60.5
207,4.6,5.5,8.8
208,44.2,45.8,16.5
209,71.5,76.1,46.2
210,33.8,38.6,48.400000000000006
211,70.8,73.1,23.1
212,33.3,36.8,35.2
213,49.3,51.2,18.7
214,74.0,76.1,20.9
215,40.3,43.3,29.700000000000003
216,29.8,33.4,36.3
217,34.8,38.4,36.3
218,74.0,76.8,27.5
219,8.1,12.2,40.7
220,48.6,51.6,29.700000000000003
221,70.2,75.6,53.900000000000006
222,41.8,45.5,37.4
223,49.1,52.2,30.799999999999997
224,35.7,40.1,44.0
225,79.4,80.5,11.0
226,11.1,17.0,59.400000000000006
227,61.0,62.3,13.2
228,63.7,68.9,51.7
229,13.0,18.6,56.099999999999994
230,2.4,3.5,11.0
231,27.5,33.9,63.8
232,6.1,11.6,55.0
233,43.9,45.8,18.7
234,55.1,57.3,22.0
235,35.1,40.7,56.099999999999994
236,55.4,56.1,6.6
237,28.6,32.6,39.6
238,60.0,61.3,13.2
239,31.4,38.0,66.0
240,7.5,11.9,44.0
241,56.1,56.8,6.6
242,71.9,74.6,27.5
243,60.5,61.5,9.9
244,13.8,19.0,51.7
245,45.2,50.4,51.7
246,35.8,37.9,20.9
247,23.3,23.8,5.5
248,35.0,37.1,20.9
249,76.3,78.3,19.8
250,33.8,35.1,13.2
251,55.6,57.1,15.399999999999999
252,75.1,76.2,11.0
253,42.0,42.7,6.6
254,4.0,5.2,12.100000000000001
255,21.8,27.3,55.0
256,6.4,9.6,31.9
257,28.0,32.6,46.2
258,13.3,13.8,5.5
259,0.3,2.3,19.8
260,48.1,52.7,46.2
261,16.0,21.4,53.900000000000006
262,27.7,34.1,63.8
263,4.2,5.0,7.699999999999999
264,43.9,47.0,30.799999999999997
265,2.8,3.4,5.5
266,68.2,70.7,25.299999999999997
267,76.0,76.7,6.6
268,11.0,13.3,23.1
269,33.8,35.2,14.3
270,74.9,78.5,36.3
271,9.9,15.8,59.400000000000006
272,9.9,12.3,24.200000000000003
273,72.9,74.9,19.8
274,18.5,24.7,61.599999999999994
275,65.3,71.1,58.3
276,43.8,48.8,49.5
277,7.7,8.7,9.9
278,63.1,68.2,50.599999999999994
279,74.4,76.7,23.1
280,42.4,43.3,8.8
281,53.9,57.9,39.6
282,46.5,50.0,35.2
283,68.4,69.4,9.9
284,69.8,73.4,36.3
285,38.0,41.7,37.4
286,68.3,71.5,31.9
287,13.9,17.4,35.2
288,31.2,32.3,11.0
289,8.5,11.9,34.1
290,65.5,71.6,60.5
291,38.0,42.7,47.3
292,35.3,41.5,61.599999999999994
293,40.5,46.7,61.599999999999994
294,47.2,49.5,23.1
295,31.7,34.4,27.5
296,44.6,49.2,46.2
297,33.8,35.4,16.5
298,23.3,29.0,57.2
299,75.4,78.4,29.700000000000003
300,68.7,73.9,47.3
301,59.0,63.2,38.5
302,44.8,46.8,18.7
303,31.5,35.0,31.9
304,47.5,53.9,58.3
305,56.2,62.4,57.2
306,15.4,21.4,55.0
307,49.0,53.6,41.8
308,69.6,75.5,53.900000000000006
309,50.6,55.9,48.400000000000006
310,46.2,47.2,8.8
311,43.8,49.2,49.5
312,33.2,38.6,49.5
313,71.9,78.9,63.8
314,75.6,76.4,7.699999999999999
315,47.0,54.0,63.8
316,68.0,68.7,6.6
317,73.9,80.3,58.3
318,35.2,36.4,11.0
319,21.2,25.3,37.4
320,31.6,32.4,7.699999999999999
321,13.3,19.5,57.2
322,42.7,44.4,15.399999999999999
323,25.8,26.5,6.6
324,12.8,15.9,28.6
325,71.3,77.8,59.400000000000006
326,8.2,13.7,50.599999999999994
327,56.3,62.9,60.5
328,56.1,57.5,13.2
329,68.9,71.1,19.8
330,77.2,80.0,25.299999999999997
331,37.0,39.2,19.8
332,8.6,9.7,9.9
333,20.1,26.5,58.3
334,25.8,29.6,35.2
335,62.5,64.8,20.9
336,67.5,72.4,45.099999999999994
337,68.3,70.6,20.9
338,72.9,78.3,49.5
339,69.2,72.2,27.5
340,26.0,33.2,66.0
341,13.7,14.8,9.9
342,25.4,29.0,33.0
343,73.9,76.1,19.8
344,77.0,79.2,19.8
345,26.3,28.5,19.8
346,64.2,66.8,24.200000000000003
347,56.5,61.9,49.5
348,6.6,10.8,38.5
349,10.2,13.3,28.6
350,55.1,61.6,59.400000000000006
351,44.8,45.5,6.6
352,40.0,41.9,17.6
353,53.9,60.1,57.2
354,75.7,81.2,50.599999999999994
355,5.6,11.8,57.2
356,22.0,22.8,7.699999999999999
357,21.3,25.0,34.1
358,61.1,64.5,30.799999999999997
359,40.6,45.8,47.3
360,25.5,29.0,31.9
361,39.8,41.0,11.0
362,38.5,40.5,18.7
363,36.9,37.6,6.6
364,57.5,58.1,5.5
365,26.4,29.8,30.799999999999997
366,53.8,57.0,29.700000000000003
367,0.2,3.7,31.9
368,9.3,15.8,59.400000000000006
369,64.6,65.4,7.699999999999999
370,72.1,74.9,25.299999999999997
371,47.3,48.4,9.9
372,23.7,25.6,17.6
373,24.2,28.4,38.5
374,19.0,22.6,33.0
375,35.4,38.5,28.6
376,26.7,28.1,13.2
377,11.3,13.8,23.1
378,6.7,12.3,51.7
379,32.8,35.9,28.6
380,76.0,78.8,25.299999999999997
381,14.8,17.6,25.299999999999997
382,79.0,80.1,9.9
383,28.1,32.2,37.4
384,31.8,32.8,8.8
385,43.0,47.1,37.4
386,64.8,70.7,53.900000000000006
387,48.5,49.5,8.8
388,8.8,15.8,63.8
389,59.2,60.2,8.8
390,3.1,9.6,59.400000000000006
391,39.8,44.1,39.6
392,29.7,30.7,8.8
393,31.4,35.8,40.7
394,26.3,33.4,64.9
395,69.6,73.4,35.2
396,43.2,44.6,13.2
397,69.8,76.8,63.8
398,12.6,18.1,50.599999999999994
399,77.7,83.5,52.8
