,arrival_time,departure_time,required_energy
0,13.4,20.0,66.0
1,16.0,17.0,9.9
2,12.0,15.0,29.700000000000003
3,6.5,11.0,45.099999999999994
4,14.1,15.2,11.0
5,6.6,10.3,37.4
6,17.6,20.7,30.799999999999997
7,15.2,17.3,20.9
8,3.5,8.4,49.5
9,10.1,12.3,22.0
10,1.3,7.1,58.3
11,1.2,6.2,49.5
12,0.2,6.5,62.7
13,12.3,14.1,17.6
14,5.8,9.6,38.5
15,9.6,10.3,6.6
16,9.8,10.7,8.8
17,8.0,8.9,8.8
18,8.7,14.2,55.0
19,6.1,8.1,19.8
20,1.6,3.1,15.399999999999999
21,7.4,13.3,59.400000000000006
22,19.9,25.6,57.2
23,8.7,10.6,18.7
24,8.5,9.6,11.0
25,11.3,15.3,39.6
26,7.5,9.2,16.5
27,7.4,13.6,61.599999999999994
28,17.6,22.6,49.5
29,10.8,11.9,11.0
30,5.9,7.7,17.6
31,6.8,7.8,9.9
32,7.2,7.9,6.6
33,11.7,16.1,44.0
34,14.6,17.9,33.0
35,14.9,18.4,35.2
36,10.6,12.5,18.7
37,3.2,9.0,58.3
38,14.0,17.4,34.1
39,14.5,19.9,53.900000000000006
40,17.1,20.5,34.1
41,15.7,21.5,58.3
42,13.6,15.7,20.9
43,6.8,13.3,64.9
44,14.6,17.1,25.299999999999997
45,12.3,17.1,48.400000000000006
46,10.2,15.2,49.5
47,7.6,13.3,57.2
48,13.7,18.9,51.7
49,0.6,2.8,22.0
50,18.2,20.5,23.1
51,12.1,16.9,48.400000000000006
52,11.0,11.9,8.8
53,9.2,13.4,41.8
54,5.8,10.0,41.8
55,6.4,10.2,38.5
56,10.0,13.7,37.4
57,5.2,9.7,45.099999999999994
58,14.3,16.9,26.4
59,5.0,10.9,59.400000000000006
60,2.8,4.1,13.2
61,8.4,11.5,30.799999999999997
62,11.8,15.2,34.1
63,3.6,5.5,18.7
64,14.3,16.2,18.7
65,14.1,15.0,8.8
66,1.4,4.2,27.5
67,8.1,11.6,35.2
68,11.9,17.5,56.099999999999994
69,19.2,23.2,39.6
70,5.0,10.0,49.5
71,18.8,23.5,47.3
72,20.0,25.6,56.099999999999994
73,11.6,16.4,48.400000000000006
74,5.8,10.2,44.0
75,13.1,14.3,11.0
76,2.4,4.3,17.6
77,14.1,14.8,6.6
78,3.7,8.1,40.7
79,14.6,20.4,52.8
80,0.2,3.9,34.1
81,4.1,11.3,66.0
82,0.0,4.7,42.9
83,11.1,17.9,62.7
84,14.6,18.0,30.799999999999997
85,14.5,21.6,64.9
86,11.8,17.8,55.0
87,17.7,21.4,34.1
88,6.0,9.7,34.1
89,9.1,10.9,16.5
90,5.8,7.5,15.399999999999999
91,5.0,7.9,26.4
92,0.0,1.9,17.6
93,2.8,9.5,61.599999999999994
94,19.6,25.7,56.099999999999994
95,11.9,14.1,19.8
96,2.1,3.5,13.2
97,15.4,16.7,12.100000000000001
98,18.5,23.2,42.9
99,16.3,18.6,20.9
