,arrival_time,departure_time,required_energy
0,28.6,30.6,19.8
1,11.8,16.3,45.099999999999994
2,4.2,10.6,63.8
3,14.3,15.1,7.699999999999999
4,2.5,8.2,57.2
5,31.6,37.4,58.3
6,38.1,41.6,35.2
7,17.3,18.6,13.2
8,14.0,16.8,27.5
9,15.7,17.6,18.7
10,36.1,42.0,59.400000000000006
11,9.5,11.3,17.6
12,8.0,13.1,50.599999999999994
13,16.7,21.5,48.400000000000006
14,5.4,7.3,18.7
15,32.8,38.5,57.2
16,3.0,5.1,20.9
17,32.5,37.2,47.3
18,17.0,22.8,58.3
19,26.0,26.9,8.8
20,38.6,44.2,56.099999999999994
21,23.6,28.4,48.400000000000006
22,34.9,37.6,27.5
23,10.5,13.1,26.4
24,11.0,14.1,30.799999999999997
25,1.0,4.0,29.700000000000003
26,10.0,14.1,40.7
27,16.1,18.5,24.200000000000003
28,22.4,24.6,22.0
29,4.4,10.6,61.599999999999994
30,24.3,26.8,25.299999999999997
31,5.7,8.6,28.6
32,38.6,41.7,30.799999999999997
33,26.7,29.7,29.700000000000003
34,3.4,4.9,15.399999999999999
35,9.7,12.6,28.6
36,24.8,30.4,56.099999999999994
37,15.7,21.1,53.900000000000006
38,22.3,23.6,13.2
39,39.4,41.5,20.9
40,32.2,35.7,35.2
41,21.1,21.7,5.5
42,20.2,25.2,49.5
43,17.4,18.7,13.2
44,7.7,10.6,28.6
45,24.1,25.3,12.100000000000001
46,17.7,22.4,47.3
47,28.0,33.4,53.900000000000006
48,29.9,35.8,59.400000000000006
49,30.3,31.8,15.399999999999999
50,4.1,9.8,57.2
51,11.1,17.3,61.599999999999994
52,26.5,28.2,16.5
53,22.5,28.8,62.7
54,1.2,2.0,7.699999999999999
55,20.8,24.7,38.5
56,0.6,3.6,29.700000000000003
57,35.1,37.2,20.9
58,23.1,27.5,44.0
59,31.2,34.8,36.3
60,17.8,20.0,22.0
61,26.0,32.3,62.7
62,39.7,40.6,8.8
63,11.9,12.8,8.8
64,26.4,28.7,23.1
65,36.3,38.4,20.9
66,4.8,9.3,45.099999999999994
67,24.7,26.0,13.2
68,5.2,11.6,63.8
69,0.7,5.1,44.0
70,15.6,18.5,28.6
71,7.6,12.0,44.0
72,1.5,2.5,9.9
73,8.4,9.1,6.6
74,19.4,21.9,25.299999999999997
75,14.2,15.2,9.9
76,39.4,43.7,42.9
77,38.7,39.4,6.6
78,32.7,33.2,5.5
79,33.5,39.3,58.3
80,19.2,21.4,22.0
81,30.3,36.0,57.2
82,34.7,37.2,25.299999999999997
83,5.1,11.2,60.5
84,19.1,21.3,22.0
85,0.4,2.4,19.8
86,15.3,17.2,18.7
87,31.7,34.8,30.799999999999997
88,31.1,32.1,9.9
89,25.8,31.4,56.099999999999994
90,33.8,34.9,11.0
