,arrival_time,departure_time,required_energy
0,38.5,39.3,7.699999999999999
1,27.3,32.6,52.8
2,20.3,22.4,20.9
3,18.2,22.4,41.8
4,20.5,25.2,47.3
5,14.9,17.2,23.1
6,15.1,16.5,14.3
7,23.4,28.8,53.900000000000006
8,34.1,38.0,38.5
9,11.7,14.4,27.5
10,23.1,24.6,15.399999999999999
11,3.9,10.3,63.8
12,4.6,8.9,42.9
13,16.0,21.3,52.8
14,29.4,32.9,35.2
15,35.1,38.7,36.3
16,16.9,19.3,24.200000000000003
17,19.0,25.0,60.5
18,28.5,30.7,22.0
19,6.7,9.3,26.4
20,37.4,38.9,15.399999999999999
21,26.6,30.1,35.2
22,7.1,9.1,19.8
23,20.2,20.9,6.6
24,3.6,8.4,48.400000000000006
25,21.0,22.2,12.100000000000001
26,37.0,37.9,8.8
27,33.7,35.4,16.5
28,21.8,22.8,9.9
29,3.6,6.9,33.0
30,32.3,36.0,37.4
31,39.5,44.4,49.5
32,16.7,18.0,13.2
33,23.7,29.8,60.5
34,9.8,12.4,26.4
35,24.7,26.1,14.3
36,27.2,29.6,24.200000000000003
37,8.2,10.8,26.4
38,35.1,40.3,51.7
39,20.8,24.8,39.6
40,25.6,29.9,42.9
41,21.7,28.2,64.9
42,39.3,42.0,27.5
43,17.8,19.3,15.399999999999999
44,20.3,23.2,28.6
45,32.8,36.1,33.0
46,9.8,15.4,56.099999999999994
47,2.0,6.8,48.400000000000006
48,29.8,32.0,22.0
49,36.0,37.8,17.6
50,10.1,15.9,58.3
51,31.2,34.7,35.2
52,12.0,14.1,20.9
53,31.0,32.9,18.7
54,29.3,34.9,56.099999999999994
55,5.9,12.4,64.9
56,18.5,24.0,55.0
57,18.3,24.8,64.9
58,18.0,19.8,17.6
59,17.2,21.9,47.3
60,6.8,9.3,25.299999999999997
61,36.0,41.8,58.3
62,29.0,32.3,33.0
63,26.6,29.0,24.200000000000003
64,40.0,45.7,57.2
65,16.8,22.4,56.099999999999994
66,2.7,7.2,45.099999999999994
67,22.2,28.7,64.9
68,23.0,28.1,50.599999999999994
69,39.4,44.1,47.3
70,15.1,18.1,29.700000000000003
71,39.9,45.3,53.900000000000006
72,28.5,32.6,40.7
73,35.1,39.7,46.2
74,14.6,20.2,56.099999999999994
75,4.6,8.2,36.3
76,12.4,18.2,58.3
77,27.2,30.7,35.2
78,24.2,28.7,45.099999999999994
79,20.5,22.2,16.5
80,38.0,39.1,11.0
81,0.9,4.8,38.5
82,12.5,16.1,36.3
83,37.5,42.0,45.099999999999994
84,9.5,13.8,42.9
85,17.1,19.8,27.5
86,23.3,26.6,33.0
87,37.5,41.6,40.7
88,17.8,20.1,23.1
89,1.9,7.5,56.099999999999994
90,28.9,30.7,17.6
91,0.9,1.9,9.9
92,14.5,15.7,12.100000000000001
93,7.4,10.9,35.2
94,4.5,10.9,63.8
95,13.3,19.5,61.599999999999994
96,5.3,10.1,48.400000000000006
97,10.7,13.0,23.1
98,22.0,26.2,41.8
99,37.6,38.3,6.6
100,25.6,26.3,6.6
101,4.5,7.0,23.1
102,22.0,27.3,48.400000000000006
103,25.9,30.1,38.5
104,37.1,38.3,11.0
105,18.7,23.6,45.099999999999994
106,9.1,15.9,62.7
107,32.9,35.1,19.8
108,20.6,27.2,60.5
109,25.5,29.1,33.0
110,5.5,11.7,57.2
111,2.6,4.4,16.5
112,23.7,25.6,17.6
113,17.8,20.3,23.1
114,4.7,10.6,53.900000000000006
115,14.3,17.7,30.799999999999997
116,37.2,44.3,64.9
117,3.3,4.6,12.100000000000001
118,22.1,23.9,16.5
119,14.6,19.8,47.3
120,0.0,1.1,9.9
121,26.0,32.5,59.400000000000006
122,5.3,10.1,44.0
123,20.0,23.4,30.799999999999997
124,16.2,19.6,30.799999999999997
125,23.0,24.8,16.5
126,14.4,21.1,61.599999999999994
127,18.6,24.2,51.7
128,33.0,39.4,58.3
129,28.5,29.5,8.8
130,28.3,29.9,14.3
131,18.5,24.3,52.8
132,12.1,14.0,17.6
133,33.4,35.7,20.9
134,24.2,27.8,33.0
135,18.7,21.7,27.5
136,14.4,21.4,63.8
137,3.9,10.3,58.3
138,20.3,21.0,6.6
139,37.6,40.4,25.299999999999997
140,19.9,24.1,38.5
141,28.0,31.1,28.6
142,21.4,26.7,48.400000000000006
143,5.3,7.3,18.7
144,16.1,20.1,36.3
145,36.8,41.4,41.8
146,28.6,32.4,35.2
147,39.5,40.6,9.9
148,1.5,5.3,35.2
149,15.4,16.0,5.5
150,35.4,36.2,7.699999999999999
151,30.6,31.3,6.6
152,32.9,33.6,6.6
153,27.5,28.2,6.6
154,4.8,7.8,27.5
155,1.4,8.6,66.0
156,34.7,39.1,40.7
157,32.7,39.4,61.599999999999994
158,3.9,6.7,25.299999999999997
159,18.6,22.1,31.9
160,36.8,38.8,18.7
161,36.8,39.0,19.8
162,33.1,38.6,50.599999999999994
163,17.8,21.0,29.700000000000003
164,27.3,30.3,27.5
165,27.6,33.1,50.599999999999994
166,25.6,32.3,61.599999999999994
167,10.1,14.1,36.3
168,9.0,14.8,52.8
169,17.8,19.1,12.100000000000001
170,23.5,30.6,64.9
171,32.9,39.0,56.099999999999994
172,3.2,7.0,35.2
173,26.4,33.6,66.0
174,25.9,32.1,57.2
175,22.9,25.5,24.200000000000003
176,0.6,3.5,26.4
177,35.3,39.6,39.6
178,12.5,15.1,24.200000000000003
179,27.0,29.8,25.299999999999997
180,1.4,6.3,45.099999999999994
181,5.7,11.2,50.599999999999994
182,39.2,45.6,58.3
183,37.5,44.5,63.8
184,20.0,25.0,46.2
185,13.3,18.3,46.2
186,24.4,30.5,56.099999999999994
187,34.7,37.9,29.700000000000003
188,19.4,26.0,60.5
189,19.9,27.1,66.0
190,34.9,38.3,30.799999999999997
191,11.4,16.9,50.599999999999994
192,33.4,39.2,52.8
193,27.1,33.3,57.2
194,28.4,30.0,14.3
