,arrival_time,departure_time,required_energy
0,20.2,22.6,24.200000000000003
1,18.8,23.1,42.9
2,7.9,13.5,56.099999999999994
3,11.7,14.7,29.700000000000003
4,8.8,13.0,41.8
5,24.9,29.2,42.9
6,14.6,20.3,57.2
7,17.8,19.9,20.9
8,26.0,30.4,44.0
9,37.6,40.1,25.299999999999997
10,11.6,13.4,17.6
11,23.9,25.8,18.7
12,24.4,28.9,45.099999999999994
13,17.5,23.4,59.400000000000006
14,30.8,37.3,64.9
15,33.0,35.0,19.8
16,26.8,31.3,45.099999999999994
17,19.5,25.3,58.3
18,0.7,1.2,5.5
19,7.6,13.9,62.7
20,18.0,19.5,15.399999999999999
21,9.7,10.6,8.8
22,30.8,33.6,27.5
23,36.3,41.6,52.8
24,8.1,11.1,29.700000000000003
25,27.7,31.7,39.6
26,34.5,37.9,34.1
27,15.7,21.3,56.099999999999994
28,32.6,37.7,50.599999999999994
29,36.7,38.8,20.9
30,11.2,16.4,51.7
31,32.9,38.7,58.3
32,1.8,5.2,34.1
33,10.9,15.0,40.7
34,23.4,29.4,60.5
35,32.7,37.8,50.599999999999994
36,21.2,22.3,11.0
37,18.4,19.7,13.2
38,5.3,7.5,22.0
39,25.0,27.5,25.299999999999997
40,25.3,31.8,64.9
41,32.2,38.4,61.599999999999994
42,25.2,30.5,52.8
43,18.2,19.8,16.5
44,9.6,15.8,61.599999999999994
45,10.2,11.5,13.2
46,7.0,12.7,57.2
47,14.6,17.6,29.700000000000003
48,1.4,2.1,6.6
49,5.6,7.7,20.9
50,9.1,14.9,58.3
51,24.8,30.0,51.7
52,12.8,15.0,22.0
53,38.9,42.2,33.0
54,25.4,26.9,15.399999999999999
55,2.8,8.7,59.400000000000006
56,18.4,24.1,57.2
57,20.3,23.7,34.1
58,0.2,1.2,9.9
59,8.1,11.1,29.700000000000003
60,27.9,29.4,15.399999999999999
61,36.8,38.4,16.5
62,13.4,16.7,33.0
63,27.8,32.1,42.9
64,29.1,33.5,44.0
65,32.1,34.6,25.299999999999997
66,37.6,42.1,45.099999999999994
67,0.5,2.5,19.8
68,14.9,17.0,20.9
69,3.8,4.4,5.5
70,13.3,17.8,45.099999999999994
71,3.1,6.2,30.799999999999997
72,7.3,13.4,60.5
73,29.9,32.8,28.6
74,0.9,3.1,22.0
75,11.5,12.4,8.8
76,19.3,24.6,52.8
77,17.5,23.2,57.2
78,32.9,33.9,9.9
79,39.5,45.6,60.5
80,1.1,4.1,29.700000000000003
81,0.9,1.4,5.5
82,18.2,19.7,15.399999999999999
83,1.7,4.2,25.299999999999997
84,5.6,6.9,13.2
85,28.4,33.9,55.0
86,33.6,36.1,25.299999999999997
87,0.7,3.3,26.4
88,6.9,8.6,16.5
89,19.2,20.1,8.8
90,20.9,25.0,40.7
91,27.9,28.6,6.6
92,14.9,18.1,31.9
93,22.9,26.1,31.9
94,9.7,16.1,63.8
95,36.7,37.9,12.100000000000001
96,25.8,31.2,53.900000000000006
97,18.4,22.6,41.8
98,4.8,11.1,62.7
99,3.9,10.0,60.5
100,13.3,16.7,34.1
101,24.3,27.7,34.1
102,34.8,39.8,49.5
103,22.9,25.3,24.200000000000003
104,5.0,8.7,37.4
105,5.8,6.8,9.9
106,8.3,13.5,51.7
107,5.8,8.0,22.0
108,37.0,39.6,26.4
109,9.3,12.8,35.2
110,20.0,22.5,25.299999999999997
111,9.8,13.2,34.1
112,6.5,8.3,17.6
113,14.3,18.3,39.6
114,26.4,32.2,58.3
115,27.6,31.7,40.7
116,27.5,30.8,33.0
117,5.1,10.8,57.2
118,1.7,5.2,35.2
119,16.9,19.1,22.0
120,32.5,36.8,42.9
121,10.5,17.1,66.0
122,28.9,31.9,29.700000000000003
123,14.7,17.8,30.799999999999997
124,6.3,10.0,37.4
125,20.2,22.4,22.0
126,30.7,37.3,66.0
127,2.4,5.0,26.4
128,39.1,45.4,62.7
129,15.7,18.0,23.1
130,23.0,25.6,26.4
131,32.9,35.5,26.4
132,18.5,20.3,17.6
133,20.9,26.7,58.3
134,2.8,7.0,41.8
135,9.8,15.3,55.0
136,22.9,23.8,8.8
137,9.2,10.6,14.3
138,16.6,20.2,36.3
139,28.9,35.1,61.599999999999994
140,28.9,35.1,61.599999999999994
141,6.1,7.4,13.2
142,2.3,7.9,56.099999999999994
143,9.6,13.7,40.7
144,19.9,23.8,38.5
145,3.5,8.8,52.8
146,4.0,7.3,33.0
147,18.3,24.8,64.9
148,25.1,31.4,62.7
149,18.7,24.9,61.599999999999994
150,0.9,7.5,60.5
151,17.6,20.8,29.700000000000003
152,20.7,27.5,62.7
153,11.9,14.8,26.4
154,24.1,29.3,47.3
155,22.4,25.4,27.5
156,11.4,14.2,25.299999999999997
157,11.4,13.9,23.1
158,4.8,11.3,59.400000000000006
159,36.0,42.7,61.599999999999994
160,29.9,35.1,47.3
161,34.7,41.5,62.7
162,39.6,43.0,30.799999999999997
163,12.6,17.4,44.0
164,14.2,17.6,30.799999999999997
165,36.5,40.1,33.0
166,33.7,36.5,25.299999999999997
167,34.0,39.0,46.2
168,14.9,16.2,12.100000000000001
169,21.6,24.6,27.5
170,4.7,7.9,29.700000000000003
171,36.4,38.9,23.1
172,8.1,9.2,9.9
173,27.9,34.7,62.7
174,27.0,33.2,57.2
175,38.0,42.0,36.3
176,16.4,21.0,41.8
177,34.9,37.4,23.1
178,27.4,31.7,39.6
179,31.4,32.7,12.100000000000001
180,13.7,14.7,8.8
181,30.3,32.6,20.9
182,37.9,41.1,29.700000000000003
183,3.9,6.4,23.1
184,6.1,7.9,16.5
185,16.5,17.7,11.0
186,0.4,7.2,62.7
187,26.4,33.2,62.7
188,29.0,32.6,33.0
189,10.3,17.3,63.8
190,28.0,34.7,61.599999999999994
191,12.7,13.5,7.699999999999999
192,28.5,34.9,58.3
193,9.8,13.4,33.0
194,15.8,21.2,49.5
195,19.4,22.6,29.700000000000003
196,31.8,33.4,14.3
197,20.1,21.5,13.2
198,2.2,3.2,8.8
199,25.2,27.7,23.1
