,arrival_time,departure_time,required_energy
0,12.1,17.4,52.8
1,5.1,6.4,13.2
2,9.2,12.6,34.1
3,4.8,8.9,40.7
4,9.0,14.5,55.0
5,1.2,3.8,26.4
6,4.1,9.2,50.599999999999994
7,4.3,8.6,42.9
8,7.0,11.7,47.3
9,14.8,19.3,45.099999999999994
10,13.2,16.6,34.1
11,6.4,11.9,55.0
12,10.5,12.9,24.200000000000003
13,8.6,11.4,27.5
14,10.5,13.7,31.9
15,8.6,10.9,23.1
16,18.1,19.3,12.100000000000001
17,0.9,5.5,46.2
18,9.0,11.4,24.200000000000003
19,10.0,13.4,34.1
20,16.2,18.2,19.8
21,15.8,20.9,50.599999999999994
22,14.2,17.0,27.5
23,7.0,8.3,13.2
24,17.2,19.7,25.299999999999997
25,16.0,17.4,14.3
26,4.9,9.3,44.0
27,2.7,8.1,53.900000000000006
28,6.7,12.3,56.099999999999994
29,19.5,20.7,12.100000000000001
30,9.8,12.3,25.299999999999997
31,10.2,12.4,22.0
32,8.4,12.9,45.099999999999994
33,19.1,22.6,35.2
34,18.7,23.2,45.099999999999994
35,7.9,9.4,15.399999999999999
36,12.9,16.5,36.3
37,18.3,24.4,60.5
38,12.8,18.3,55.0
39,1.7,3.2,15.399999999999999
40,9.6,13.0,34.1
41,3.8,5.2,14.3
42,14.4,19.9,55.0
43,3.2,9.6,63.8
44,6.4,9.2,27.5
45,10.3,15.2,49.5
46,6.4,9.9,35.2
47,8.2,14.2,60.5
48,13.0,15.6,26.4
49,16.5,20.8,42.9
50,8.6,14.1,50.599999999999994
51,12.9,14.9,18.7
52,4.1,5.9,16.5
53,0.6,6.0,49.5
54,19.5,26.1,60.5
55,14.2,17.9,34.1
56,3.6,6.7,28.6
57,7.9,12.9,46.2
58,15.4,16.4,8.8
59,17.9,24.6,61.599999999999994
60,1.1,2.9,16.5
61,14.4,15.0,5.5
62,16.4,17.5,9.9
63,15.3,20.7,49.5
64,10.5,15.1,41.8
65,0.8,1.9,9.9
66,19.2,21.2,18.7
67,12.2,18.9,61.599999999999994
68,4.1,5.8,15.399999999999999
69,13.3,14.7,13.2
70,0.9,4.0,28.6
71,6.6,10.1,31.9
72,14.5,21.3,62.7
73,3.6,8.3,42.9
74,0.4,5.9,50.599999999999994
75,5.2,9.2,36.3
76,12.3,18.8,59.400000000000006
77,6.6,13.3,61.599999999999994
78,8.2,9.8,14.3
79,16.9,21.0,37.4
80,3.8,4.9,9.9
81,4.5,5.7,11.0
82,2.3,7.9,51.7
83,5.7,7.4,15.399999999999999
84,14.8,20.2,49.5
85,11.4,17.9,59.400000000000006
86,9.5,13.6,37.4
87,2.0,5.6,33.0
88,2.8,7.2,40.7
89,8.4,13.0,41.8
90,15.8,18.7,26.4
91,0.7,7.1,58.3
92,11.3,16.6,48.400000000000006
93,7.1,14.2,64.9
94,13.9,19.5,51.7
95,11.7,17.8,56.099999999999994
96,8.6,12.3,34.1
97,11.9,17.3,49.5
98,15.6,17.9,20.9
99,13.4,17.0,33.0
