,arrival_time,departure_time,required_energy
0,44.1,49.1,49.5
1,18.5,23.3,48.400000000000006
2,75.3,77.3,19.8
3,19.2,24.7,55.0
4,45.1,48.1,29.700000000000003
5,8.7,11.4,27.5
6,59.2,60.7,15.399999999999999
7,36.6,42.4,58.3
8,23.9,29.7,58.3
9,42.5,47.8,52.8
10,6.5,13.1,66.0
11,49.2,51.6,24.200000000000003
12,26.4,28.0,16.5
13,5.6,6.3,6.6
14,18.2,23.8,56.099999999999994
15,29.3,34.4,50.599999999999994
16,12.0,17.1,50.599999999999994
17,49.5,50.3,7.699999999999999
18,19.2,23.4,41.8
19,43.1,47.0,38.5
20,19.9,26.1,61.599999999999994
21,68.2,73.0,48.400000000000006
22,21.4,25.8,44.0
23,38.2,44.6,63.8
24,41.6,44.8,31.9
25,8.2,9.7,15.399999999999999
26,48.4,52.0,36.3
27,43.7,47.1,34.1
28,41.5,44.7,31.9
29,17.7,19.2,15.399999999999999
30,55.2,58.8,36.3
31,55.4,59.7,42.9
32,7.1,11.8,47.3
33,5.1,6.3,12.100000000000001
34,76.6,79.0,24.200000000000003
35,72.7,74.8,20.9
36,60.9,64.2,33.0
37,49.5,51.4,18.7
38,13.6,17.3,37.4
39,75.9,81.5,56.099999999999994
40,32.2,37.6,53.900000000000006
41,71.0,73.5,25.299999999999997
42,43.4,45.2,17.6
43,67.4,72.6,51.7
44,62.3,65.4,30.799999999999997
45,51.6,55.1,35.2
46,67.6,69.8,22.0
47,7.7,10.0,23.1
48,41.1,42.8,16.5
49,63.1,67.1,39.6
50,35.2,39.7,45.099999999999994
51,53.4,54.3,8.8
52,62.8,64.8,19.8
53,69.0,74.7,57.2
54,44.8,46.3,15.399999999999999
55,7.7,14.1,63.8
56,32.3,38.5,61.599999999999994
57,6.4,9.2,27.5
58,62.7,68.1,53.900000000000006
59,37.4,41.7,42.9
60,34.5,37.0,25.299999999999997
61,77.1,78.2,11.0
62,26.0,30.3,42.9
63,21.6,26.9,52.8
64,49.9,55.6,57.2
65,14.2,19.0,48.400000000000006
66,44.8,48.3,35.2
67,32.6,34.1,15.399999999999999
68,5.1,8.7,36.3
69,47.2,53.2,60.5
70,52.3,58.4,60.5
71,8.3,9.8,15.399999999999999
72,53.1,55.0,18.7
73,12.5,16.2,37.4
74,15.0,17.5,25.299999999999997
75,37.2,38.3,11.0
76,3.0,5.5,25.299999999999997
77,67.2,70.8,36.3
78,56.0,60.8,48.400000000000006
79,30.5,34.8,42.9
80,38.3,41.8,35.2
81,73.9,79.3,53.900000000000006
82,33.0,35.5,25.299999999999997
83,29.0,32.1,30.799999999999997
84,65.4,68.6,31.9
85,42.2,42.8,5.5
86,48.6,54.5,59.400000000000006
87,55.1,56.9,17.6
88,16.4,22.6,61.599999999999994
89,29.2,35.7,64.9
90,43.5,46.9,34.1
91,55.9,62.1,61.599999999999994
92,24.0,29.2,51.7
93,39.7,43.9,41.8
94,9.4,12.2,27.5
95,76.2,79.7,35.2
96,38.6,42.4,38.5
97,71.4,76.8,53.900000000000006
98,53.9,55.9,19.8
99,11.0,13.3,23.1
100,24.8,29.9,50.599999999999994
101,47.8,48.7,8.8
102,54.8,58.3,35.2
103,74.1,75.9,17.6
104,50.2,51.4,12.100000000000001
105,53.7,54.5,7.699999999999999
106,73.3,79.9,66.0
107,51.5,57.3,58.3
108,54.0,59.2,51.7
109,4.0,8.1,40.7
110,34.1,37.4,33.0
111,49.2,53.6,44.0
112,77.7,82.1,44.0
113,35.0,38.5,35.2
114,15.6,20.1,45.099999999999994
115,47.6,52.1,45.099999999999994
116,29.0,31.9,28.6
117,71.0,75.4,44.0
118,74.7,76.0,13.2
119,71.0,73.3,23.1
120,31.3,34.2,28.6
121,35.5,36.8,13.2
122,2.2,8.2,60.5
123,66.2,68.4,22.0
124,42.1,43.3,12.100000000000001
125,4.9,6.1,12.100000000000001
126,38.4,42.5,40.7
127,56.6,57.5,8.8
128,75.8,78.4,26.4
129,67.0,68.1,11.0
130,49.2,55.5,62.7
131,28.5,30.7,22.0
132,6.4,7.3,8.8
133,72.1,74.3,22.0
134,60.1,62.6,25.299999999999997
135,16.6,18.9,23.1
136,33.9,36.8,28.6
137,41.6,42.6,9.9
138,21.5,26.3,48.400000000000006
139,2.0,7.6,56.099999999999994
140,30.4,32.7,23.1
141,18.7,23.4,47.3
142,72.7,78.6,59.400000000000006
143,72.0,73.0,9.9
144,15.9,22.1,61.599999999999994
145,26.8,30.4,36.3
146,22.7,24.2,15.399999999999999
147,46.6,53.1,64.9
148,65.5,69.9,44.0
149,16.2,19.9,37.4
150,54.3,55.1,7.699999999999999
151,24.9,29.2,42.9
152,41.1,42.8,16.5
153,36.2,37.2,9.9
154,72.5,77.8,52.8
155,72.1,75.9,38.5
156,13.5,19.3,58.3
157,33.5,36.1,26.4
158,18.7,23.0,42.9
159,4.9,9.5,46.2
160,29.5,34.4,49.5
161,55.0,60.0,49.5
162,42.2,46.1,38.5
163,66.8,67.8,9.9
164,49.5,54.7,51.7
165,68.9,75.2,62.7
166,21.5,27.2,57.2
167,78.2,80.1,18.7
168,32.1,37.7,56.099999999999994
169,48.2,50.2,19.8
170,43.1,45.7,26.4
171,71.2,74.8,36.3
172,24.4,28.4,39.6
173,70.0,73.4,34.1
174,72.2,77.2,49.5
175,18.6,25.1,64.9
176,3.4,8.2,48.400000000000006
177,72.7,76.9,41.8
178,29.6,35.9,62.7
179,72.2,74.5,23.1
180,37.4,42.4,49.5
181,74.5,81.0,64.9
182,30.7,32.4,16.5
183,30.6,31.6,9.9
184,48.0,54.3,62.7
185,27.1,28.9,17.6
186,55.8,62.3,64.9
187,61.2,64.8,36.3
188,71.5,72.8,13.2
189,62.9,66.9,39.6
190,31.8,38.1,62.7
191,18.9,20.0,11.0
192,36.6,40.4,38.5
193,70.1,72.4,23.1
194,12.1,14.0,18.7
195,19.9,23.4,35.2
196,16.3,18.0,16.5
197,41.7,44.3,26.4
198,79.8,80.8,9.9
199,74.5,76.7,22.0
200,8.7,14.0,52.8
201,61.6,65.6,39.6
202,19.6,23.3,37.4
203,38.4,40.7,23.1
204,77.5,82.6,50.599999999999994
205,32.1,33.3,12.100000000000001
206,52.2,55.2,29.700000000000003
207,1.5,5.0,35.2
208,68.6,69.3,6.6
209,40.9,46.6,57.2
210,53.7,55.8,20.9
211,36.0,39.3,33.0
212,62.2,63.2,9.9
213,36.2,41.8,56.099999999999994
214,38.5,39.6,11.0
