,arrival_time,departure_time,required_energy
0,37.5,40.0,25.299999999999997
1,38.1,43.1,49.5
2,37.7,39.2,15.399999999999999
3,28.3,29.2,8.8
4,39.2,42.3,30.799999999999997
5,9.5,13.0,35.2
6,23.8,29.0,51.7
7,30.4,32.8,24.200000000000003
8,0.6,2.7,20.9
9,34.0,35.0,9.9
10,21.8,24.9,30.799999999999997
11,39.9,44.5,46.2
12,11.8,12.6,7.699999999999999
13,32.4,34.5,20.9
14,32.5,35.7,31.9
15,1.4,7.3,59.400000000000006
16,28.4,32.1,37.4
17,11.7,12.6,8.8
18,36.3,37.9,16.5
19,21.1,25.4,42.9
20,13.9,17.9,39.6
21,37.1,39.5,24.200000000000003
22,32.9,38.9,60.5
23,16.7,18.8,20.9
24,23.3,29.1,58.3
25,6.5,7.7,12.100000000000001
26,37.3,42.8,55.0
27,29.6,35.4,58.3
28,24.5,30.1,56.099999999999994
29,2.3,4.9,26.4
30,2.9,7.8,49.5
31,16.6,22.8,61.599999999999994
32,27.6,29.5,18.7
33,6.4,12.2,58.3
34,7.7,9.6,18.7
35,10.8,16.8,60.5
36,16.0,21.1,50.599999999999994
37,21.9,23.0,11.0
38,22.8,24.0,12.100000000000001
39,1.5,2.5,9.9
40,24.5,29.2,47.3
41,37.7,40.9,31.9
42,21.7,25.3,36.3
43,21.6,27.5,59.400000000000006
44,5.0,10.1,50.599999999999994
45,25.2,29.3,40.7
46,34.4,36.5,20.9
47,23.2,23.8,5.5
48,0.3,5.4,50.599999999999994
49,34.4,39.8,53.900000000000006
50,26.1,29.5,34.1
51,30.6,35.2,46.2
52,7.9,11.2,33.0
53,22.7,26.3,36.3
54,39.0,44.5,55.0
55,2.1,7.2,50.599999999999994
56,31.3,34.4,30.799999999999997
57,2.3,7.7,53.900000000000006
58,16.5,17.5,9.9
59,21.2,25.5,42.9
60,29.2,33.8,46.2
61,32.5,38.6,60.5
62,3.9,6.3,24.200000000000003
63,3.3,7.7,44.0
64,22.9,26.8,38.5
65,7.5,11.6,40.7
66,39.3,44.9,56.099999999999994
67,21.0,27.6,66.0
68,22.7,28.6,59.400000000000006
69,7.3,10.4,30.799999999999997
70,13.4,17.9,45.099999999999994
71,14.2,19.3,50.599999999999994
72,25.9,31.8,59.400000000000006
73,30.6,32.2,16.5
74,33.0,36.5,35.2
75,31.4,34.0,26.4
76,3.7,8.9,51.7
77,30.6,34.8,41.8
78,34.4,39.1,47.3
79,37.2,38.0,7.699999999999999
80,27.1,32.6,55.0
81,32.8,37.3,45.099999999999994
82,34.2,35.8,16.5
83,25.7,29.3,36.3
84,39.8,44.3,45.099999999999994
85,24.2,25.4,12.100000000000001
86,11.7,17.9,61.599999999999994
87,26.5,31.8,52.8
88,13.2,16.9,37.4
89,35.0,36.2,12.100000000000001
90,16.5,22.4,59.400000000000006
91,24.5,27.2,27.5
92,13.4,18.1,47.3
93,12.0,16.8,48.400000000000006
94,36.9,38.6,16.5
95,29.9,31.1,12.100000000000001
96,17.5,22.8,52.8
97,4.0,9.0,49.5
98,38.5,42.5,39.6
99,2.7,6.3,36.3
100,35.4,39.0,36.3
101,12.4,13.4,9.9
102,35.7,41.3,56.099999999999994
103,35.9,37.9,19.8
104,18.6,19.5,8.8
105,39.3,42.6,33.0
106,5.5,9.0,35.2
107,10.0,11.0,9.9
108,33.6,38.6,49.5
109,35.9,37.0,11.0
110,37.3,43.6,62.7
111,26.0,27.0,9.9
112,35.3,41.6,62.7
113,28.4,34.2,58.3
114,28.3,33.7,53.900000000000006
