,arrival_time,departure_time,required_energy
0,57.9,61.4,35.2
1,7.6,14.0,63.8
2,2.4,8.3,59.400000000000006
3,21.6,25.7,40.7
4,21.1,26.4,52.8
5,5.7,8.9,31.9
6,18.8,24.2,53.900000000000006
7,1.7,4.4,27.5
8,36.6,38.1,15.399999999999999
9,46.8,51.6,48.400000000000006
10,13.5,17.1,36.3
11,52.6,54.0,14.3
12,18.0,23.8,58.3
13,16.4,21.9,55.0
14,21.2,26.6,53.900000000000006
15,38.5,44.7,61.599999999999994
16,48.8,49.5,6.6
17,2.9,7.8,49.5
18,61.9,63.1,12.100000000000001
19,24.7,30.0,52.8
20,43.5,49.9,63.8
21,20.5,23.5,29.700000000000003
22,11.7,13.0,13.2
23,72.5,78.9,63.8
24,0.4,2.7,23.1
25,55.3,56.5,12.100000000000001
26,39.1,42.5,34.1
27,18.5,20.3,17.6
28,53.0,54.3,13.2
29,25.9,31.1,51.7
30,68.0,72.2,41.8
31,18.3,24.6,62.7
32,50.1,55.2,50.599999999999994
33,34.2,38.7,45.099999999999994
34,36.1,42.0,59.400000000000006
35,29.6,32.1,25.299999999999997
36,63.3,68.2,49.5
37,37.2,41.5,42.9
38,37.2,40.2,29.700000000000003
39,42.1,46.3,41.8
40,21.6,27.8,61.599999999999994
41,47.2,48.4,12.100000000000001
42,14.6,16.0,14.3
43,49.3,50.5,12.100000000000001
44,45.9,51.8,59.400000000000006
45,25.0,28.7,37.4
46,21.0,22.9,18.7
47,32.0,35.3,33.0
48,22.5,26.5,39.6
49,5.1,6.4,13.2
50,80.0,83.3,33.0
51,3.3,5.0,16.5
52,75.2,79.3,40.7
53,50.4,56.4,60.5
54,12.5,14.9,24.200000000000003
55,53.1,57.3,41.8
56,45.7,48.6,28.6
57,55.8,58.9,30.799999999999997
58,76.2,81.9,57.2
59,10.5,15.0,45.099999999999994
60,3.6,6.9,33.0
61,74.8,76.1,13.2
62,27.6,28.5,8.8
63,66.9,71.5,46.2
64,9.6,11.2,16.5
65,26.2,30.6,44.0
66,25.9,27.1,12.100000000000001
67,45.9,51.0,50.599999999999994
68,38.9,41.4,25.299999999999997
69,64.6,66.8,22.0
70,22.3,23.5,12.100000000000001
71,64.7,69.2,45.099999999999994
72,22.2,25.5,33.0
73,30.7,35.4,47.3
74,62.8,64.6,17.6
75,59.4,63.1,37.4
76,23.3,25.2,18.7
77,59.7,62.9,31.9
78,5.2,6.4,12.100000000000001
79,15.6,17.9,23.1
80,52.0,54.8,27.5
81,50.3,51.8,15.399999999999999
82,8.7,13.4,47.3
83,77.6,78.5,8.8
84,52.4,55.5,30.799999999999997
85,28.2,33.0,48.400000000000006
86,48.2,52.6,44.0
87,46.8,47.3,5.5
88,24.3,29.2,49.5
89,65.5,70.2,47.3
90,52.8,55.0,22.0
91,0.7,5.4,47.3
