,arrival_time,departure_time,required_energy
0,12.6,18.0,53.900000000000006
1,15.6,20.7,50.599999999999994
2,6.4,12.9,64.9
3,14.5,19.9,53.900000000000006
4,8.1,10.8,27.5
5,18.2,20.8,26.4
6,17.5,20.6,30.799999999999997
7,19.8,24.4,46.2
8,11.4,17.2,58.3
9,10.4,12.7,23.1
10,12.6,14.6,19.8
11,5.3,9.2,38.5
12,6.5,11.1,46.2
13,1.5,2.9,14.3
14,0.5,2.8,23.1
15,0.8,7.3,64.9
16,12.3,13.0,6.6
17,13.9,19.0,50.599999999999994
18,14.1,19.8,57.2
19,1.4,2.1,6.6
20,8.9,11.9,29.700000000000003
21,0.7,1.9,12.100000000000001
22,18.7,22.8,40.7
23,4.7,8.0,33.0
24,7.3,9.6,23.1
25,11.8,17.5,57.2
26,3.3,5.6,23.1
27,19.4,24.7,52.8
28,15.7,20.5,48.400000000000006
29,10.0,12.0,19.8
30,3.6,7.8,41.8
31,9.0,10.8,17.6
32,13.2,16.6,34.1
33,11.5,15.4,38.5
34,6.1,9.5,34.1
35,1.6,2.8,12.100000000000001
36,18.2,20.7,25.299999999999997
37,5.7,12.2,64.9
38,5.0,11.3,62.7
39,13.6,14.9,13.2
40,6.3,7.0,6.6
41,16.7,17.6,8.8
42,9.7,15.0,52.8
43,17.7,23.9,61.599999999999994
44,4.6,9.5,49.5
45,7.8,12.1,42.9
46,7.3,13.5,61.599999999999994
47,16.8,22.7,59.400000000000006
48,12.4,14.7,23.1
49,2.8,6.0,31.9
50,8.3,9.3,8.8
51,3.2,4.0,7.699999999999999
52,8.4,15.4,63.8
53,14.8,18.4,33.0
54,8.6,10.9,20.9
55,18.1,23.0,45.099999999999994
56,9.8,15.3,50.599999999999994
57,11.9,15.4,31.9
58,5.9,10.8,45.099999999999994
59,2.6,9.7,64.9
60,14.7,19.6,45.099999999999994
61,19.1,24.4,48.400000000000006
62,2.0,7.3,48.400000000000006
63,11.8,17.4,51.7
64,7.9,14.4,59.400000000000006
65,18.8,20.5,15.399999999999999
66,2.4,5.8,30.799999999999997
67,18.2,20.7,23.1
68,13.3,19.8,59.400000000000006
69,13.5,18.2,42.9
70,3.0,5.0,18.7
71,14.9,17.4,23.1
72,10.9,11.9,8.8
73,3.7,9.9,57.2
74,13.3,15.9,24.200000000000003
75,18.6,25.7,64.9
76,1.0,2.8,16.5
77,18.3,25.4,64.9
78,14.9,20.1,47.3
79,14.7,21.3,60.5
80,19.3,20.9,14.3
81,8.1,10.0,17.6
82,10.7,15.3,41.8
83,9.5,14.2,42.9
84,8.8,10.1,12.100000000000001
85,1.4,8.2,62.7
86,2.0,6.7,42.9
87,6.4,11.7,48.400000000000006
88,4.6,11.1,59.400000000000006
89,10.1,12.9,25.299999999999997
90,3.5,9.4,53.900000000000006
91,8.5,11.9,30.799999999999997
92,19.2,24.0,44.0
93,2.1,6.4,39.6
94,16.7,22.0,48.400000000000006
95,16.2,19.4,29.700000000000003
96,15.6,19.4,35.2
97,9.1,15.3,57.2
98,0.7,3.9,29.700000000000003
99,1.9,8.9,63.8
