,arrival_time,departure_time,required_energy
0,15.8,18.8,20.9
1,3.6,5.6,13.2
2,15.5,20.4,49.5
3,8.6,14.2,40.7
4,19.9,26.2,49.5
5,8.7,14.1,49.5
6,8.3,14.5,48.400000000000006
7,10.2,13.3,30.799999999999997
8,16.1,21.7,40.7
9,16.9,22.9,50.599999999999994
10,13.7,21.8,63.8
11,1.8,2.5,5.5
12,17.7,20.6,18.7
13,12.8,17.0,27.5
14,4.7,11.8,64.9
15,18.8,20.4,11.0
16,7.0,10.5,24.200000000000003
17,14.7,20.6,59.400000000000006
18,2.2,9.2,55.0
19,12.2,15.3,30.799999999999997
20,0.5,1.9,11.0
21,16.4,19.9,31.9
22,19.8,25.8,50.599999999999994
23,15.6,17.3,11.0
24,11.6,17.0,53.900000000000006
25,8.1,9.1,8.8
26,13.5,21.5,62.7
27,0.8,3.1,23.1
28,14.5,19.1,41.8
29,5.0,6.4,9.9
30,5.3,8.5,29.700000000000003
31,1.3,2.3,6.6
32,13.3,19.4,60.5
33,10.0,14.6,38.5
34,5.1,10.5,37.4
35,4.1,9.8,48.400000000000006
36,17.1,23.9,57.2
37,4.6,9.1,30.799999999999997
38,16.2,22.5,49.5
39,9.2,16.0,62.7
40,2.4,9.6,52.8
41,9.2,11.0,15.399999999999999
42,4.6,9.1,30.799999999999997
43,13.6,14.5,8.8
44,0.6,6.3,57.2
45,12.3,16.2,33.0
46,14.2,15.8,12.100000000000001
47,6.9,15.0,63.8
48,13.4,19.3,59.400000000000006
49,4.1,11.5,58.3
50,16.9,19.2,16.5
51,1.6,6.6,46.2
52,3.5,10.3,62.7
53,8.0,10.4,17.6
54,16.3,20.5,35.2
55,13.0,17.8,37.4
56,18.9,26.6,60.5
57,7.6,8.9,8.8
58,17.2,19.1,12.100000000000001
59,9.8,10.8,6.6
60,16.3,19.2,23.1
61,15.5,21.6,56.099999999999994
62,9.2,10.9,9.9
63,13.8,17.4,22.0
64,3.7,11.1,62.7
65,10.2,13.6,22.0
66,6.9,14.0,56.099999999999994
67,8.6,13.6,49.5
68,9.7,14.9,47.3
69,11.9,16.4,30.799999999999997
70,5.9,12.3,58.3
71,8.0,12.6,34.1
72,9.8,16.0,48.400000000000006
73,13.2,18.1,38.5
74,11.7,16.6,41.8
75,10.1,15.8,48.400000000000006
76,14.2,19.6,37.4
77,12.5,17.6,35.2
78,1.6,5.0,26.4
79,8.9,16.7,66.0
80,4.4,8.6,28.6
81,14.1,20.3,48.400000000000006
82,1.7,4.9,22.0
83,0.4,6.1,48.400000000000006
84,4.2,12.3,63.8
85,2.8,7.8,49.5
86,10.8,15.7,45.099999999999994
87,9.1,15.7,51.7
88,10.0,12.4,15.399999999999999
89,12.6,16.7,37.4
90,8.8,14.8,50.599999999999994
91,8.6,10.2,9.9
92,17.8,21.4,30.799999999999997
93,7.8,10.6,20.9
94,3.0,7.5,45.099999999999994
95,14.7,19.1,40.7
96,15.5,21.0,40.7
97,1.6,7.5,53.900000000000006
98,1.2,6.6,37.4
99,13.8,17.3,35.2
