,arrival_time,departure_time,required_energy
0,0.0,6.3,46.2
1,0.3,6.7,63.8
2,3.9,9.8,59.400000000000006
3,0.5,3.7,25.299999999999997
4,1.9,8.0,45.099999999999994
5,3.0,6.9,33.0
6,3.6,9.9,49.5
7,1.4,5.4,36.3
8,0.7,7.8,64.9
9,1.3,8.9,59.400000000000006
10,0.3,7.3,55.0
11,1.9,6.8,36.3
12,4.0,6.9,18.7
13,2.2,8.2,60.5
14,0.2,3.5,24.200000000000003
15,2.1,5.2,30.799999999999997
16,3.0,5.6,24.200000000000003
17,2.2,8.4,42.9
18,2.8,9.5,61.599999999999994
19,1.7,2.5,7.699999999999999
