,arrival_time,departure_time,required_energy
0,6.2,10.3,37.4
1,7.5,9.1,11.0
2,2.1,5.7,22.0
3,5.9,9.6,24.200000000000003
4,6.8,10.7,28.6
5,8.6,9.6,8.8
6,10.0,18.1,63.8
7,4.9,8.8,28.6
8,8.4,12.5,40.7
9,7.3,13.2,46.2
10,8.3,9.5,12.100000000000001
11,7.0,13.2,57.2
12,4.1,10.0,42.9
13,8.0,13.9,59.400000000000006
14,3.7,6.0,19.8
15,1.3,2.9,11.0
16,0.4,3.8,20.9
17,5.2,11.1,59.400000000000006
18,2.5,4.5,19.8
19,1.8,2.8,7.699999999999999
20,9.2,11.2,13.2
21,8.8,15.0,48.400000000000006
22,4.6,11.3,61.599999999999994
23,4.9,9.6,42.9
24,3.1,6.7,30.799999999999997
25,0.5,2.7,22.0
26,9.3,14.6,52.8
27,8.0,14.5,59.400000000000006
28,9.0,12.4,26.4
29,0.1,4.7,36.3
30,10.0,14.3,34.1
31,2.3,3.4,7.699999999999999
32,9.7,13.2,35.2
33,2.4,5.2,22.0
34,4.0,8.2,30.799999999999997
35,1.1,4.7,23.1
36,7.0,9.7,18.7
37,4.7,10.7,55.0
38,2.0,4.1,17.6
39,9.6,12.0,15.399999999999999
40,2.6,7.7,37.4
41,8.8,15.2,63.8
42,3.4,9.9,64.9
43,2.6,4.4,13.2
44,9.9,11.5,14.3
45,2.9,8.2,41.8
46,9.4,11.7,20.9
47,5.5,11.4,59.400000000000006
48,8.8,14.2,37.4
49,1.6,6.4,37.4
