,arrival_time,departure_time,required_energy
0,7.3,12.9,44.0
1,3.8,6.1,19.8
2,3.0,8.5,46.2
3,3.5,9.1,44.0
4,1.0,8.7,60.5
5,5.0,9.8,40.7
6,7.2,13.0,49.5
7,1.3,1.9,5.5
8,5.1,5.8,5.5
9,0.3,5.6,41.8
10,0.5,3.1,18.7
11,5.0,11.8,57.2
12,6.0,13.0,59.400000000000006
13,6.8,13.7,50.599999999999994
14,2.1,4.4,14.3
15,7.7,10.2,15.399999999999999
16,7.0,14.0,51.7
17,6.5,8.2,13.2
18,0.8,8.0,60.5
19,2.5,8.1,38.5
20,2.9,5.6,17.6
21,7.6,12.9,52.8
22,4.3,10.9,51.7
23,0.6,5.1,45.099999999999994
24,0.6,6.2,51.7
25,1.1,3.9,22.0
26,1.2,4.4,25.299999999999997
27,6.1,11.6,50.599999999999994
28,0.5,6.1,56.099999999999994
29,2.2,7.1,31.9
30,7.3,10.1,20.9
31,7.0,14.3,61.599999999999994
32,5.6,12.0,58.3
33,7.3,8.6,8.8
34,0.0,6.4,58.3
35,7.8,13.3,46.2
36,6.6,11.3,42.9
37,1.4,7.0,56.099999999999994
38,5.9,7.3,12.100000000000001
39,0.8,4.9,31.9
