,arrival_time,departure_time,required_energy
0,3.3,10.2,58.3
1,1.5,7.0,55.0
2,2.7,3.5,6.6
3,4.8,11.2,58.3
4,2.0,6.2,35.2
5,6.4,8.4,18.7
6,7.3,8.9,14.3
7,3.5,6.4,26.4
8,6.5,8.9,22.0
9,7.6,11.4,27.5
10,4.0,7.9,25.299999999999997
11,4.5,8.4,25.299999999999997
12,4.0,10.7,61.599999999999994
13,6.3,8.2,13.2
14,3.1,5.6,18.7
15,5.2,7.2,14.3
16,7.6,14.1,64.9
17,2.3,6.8,33.0
18,3.1,9.9,57.2
19,3.2,4.5,8.8
20,3.2,8.9,41.8
21,1.0,2.1,6.6
22,6.7,9.2,25.299999999999997
23,1.4,7.1,45.099999999999994
24,1.2,2.8,9.9
25,3.6,5.4,16.5
26,8.0,9.8,13.2
27,3.4,5.3,13.2
28,7.6,10.5,26.4
29,4.5,11.6,64.9
30,5.3,11.2,53.900000000000006
31,0.3,1.9,13.2
32,2.7,7.7,39.6
33,3.7,5.9,19.8
34,0.0,4.9,38.5
35,6.6,12.6,50.599999999999994
36,3.8,8.5,34.1
37,2.0,9.7,64.9
38,2.3,6.6,31.9
39,2.1,3.2,11.0
