,arrival_time,departure_time,required_energy
0,10.1,17.4,61.599999999999994
1,1.7,7.5,58.3
2,9.8,16.6,57.2
3,3.0,7.4,44.0
4,9.9,13.8,25.299999999999997
5,14.9,21.1,52.8
6,5.4,7.2,14.3
7,15.8,17.6,14.3
8,9.2,10.4,12.100000000000001
9,19.8,26.1,62.7
10,12.3,17.0,39.6
11,8.1,11.3,20.9
12,2.9,6.3,30.799999999999997
13,4.4,7.1,18.7
14,14.7,17.8,24.200000000000003
15,13.8,19.8,55.0
16,5.1,12.8,64.9
17,12.6,20.9,64.9
18,1.0,5.6,41.8
19,7.6,10.0,16.5
20,9.4,15.4,60.5
21,11.4,17.0,40.7
22,11.1,12.8,15.399999999999999
23,5.4,9.7,39.6
24,0.8,6.9,51.7
25,18.8,22.8,34.1
26,3.6,8.9,48.400000000000006
27,10.2,16.5,62.7
28,10.6,16.0,53.900000000000006
29,0.5,1.8,11.0
30,11.1,12.8,14.3
31,0.8,8.1,57.2
32,1.4,8.6,60.5
33,9.8,14.4,31.9
34,19.0,22.6,30.799999999999997
35,14.6,18.7,26.4
36,13.9,18.2,36.3
37,9.7,12.6,18.7
38,10.4,17.0,48.400000000000006
39,2.6,4.4,14.3
40,9.0,12.8,31.9
41,13.0,14.7,15.399999999999999
42,11.0,16.0,46.2
43,8.3,11.6,27.5
44,3.3,9.9,56.099999999999994
45,12.0,16.0,34.1
46,18.2,24.7,59.400000000000006
47,19.2,25.5,49.5
48,4.9,6.3,11.0
49,2.3,8.9,56.099999999999994
50,4.9,8.3,23.1
51,13.9,17.5,22.0
52,1.0,6.1,42.9
53,16.6,19.8,31.9
54,10.5,15.5,39.6
55,14.3,18.1,29.700000000000003
56,19.9,21.3,13.2
57,0.5,4.0,35.2
58,8.4,10.4,13.2
59,16.8,22.5,48.400000000000006
60,8.4,13.5,50.599999999999994
61,8.4,14.2,58.3
62,4.6,12.9,64.9
63,7.3,9.0,9.9
64,11.1,16.6,42.9
65,18.8,23.9,50.599999999999994
66,12.5,17.7,47.3
67,19.2,24.3,42.9
68,5.5,11.1,51.7
69,17.1,21.3,38.5
70,18.3,23.6,48.400000000000006
71,13.0,18.5,55.0
72,20.0,27.0,51.7
73,3.8,5.6,14.3
74,7.7,9.9,19.8
75,7.9,10.2,20.9
76,3.4,4.7,12.100000000000001
77,13.6,18.9,45.099999999999994
78,13.6,14.6,9.9
79,2.1,5.7,23.1
80,0.2,7.4,52.8
81,10.3,16.5,42.9
82,5.9,7.7,17.6
83,4.8,9.4,46.2
84,19.7,21.8,15.399999999999999
85,10.9,14.2,27.5
86,17.4,20.0,24.200000000000003
87,4.8,8.4,36.3
88,9.7,15.2,40.7
89,14.4,17.2,22.0
90,7.3,12.5,47.3
91,3.9,8.4,45.099999999999994
92,13.8,17.6,26.4
93,5.5,13.6,63.8
94,8.4,11.3,19.8
95,10.3,13.1,22.0
96,2.9,9.5,60.5
97,19.3,23.8,35.2
98,11.1,13.4,23.1
99,16.5,22.9,44.0
