,arrival_time,departure_time,required_energy
0,1.3,6.8,46.2
1,5.6,6.6,8.8
2,5.3,9.0,25.299999999999997
3,4.8,9.0,28.6
4,2.4,8.1,57.2
5,3.0,9.2,57.2
6,0.3,5.8,55.0
7,6.6,9.6,20.9
8,1.3,6.4,42.9
9,6.9,10.6,34.1
10,3.2,5.7,20.9
11,6.2,11.5,52.8
12,2.1,7.8,57.2
13,4.3,10.4,56.099999999999994
14,5.6,11.6,60.5
15,3.2,6.4,22.0
16,6.6,12.5,53.900000000000006
17,1.8,5.4,23.1
18,6.0,12.9,58.3
19,4.8,11.5,61.599999999999994
20,5.8,8.7,17.6
21,1.8,7.1,36.3
22,5.1,9.6,45.099999999999994
23,7.2,7.8,5.5
24,7.7,14.7,63.8
25,3.4,9.2,42.9
26,1.3,7.5,52.8
27,5.5,10.5,36.3
28,3.5,4.7,8.8
29,6.0,7.7,13.2
30,4.3,10.4,56.099999999999994
31,0.9,7.5,56.099999999999994
32,5.8,10.9,42.9
33,3.7,8.3,36.3
34,6.4,8.1,15.399999999999999
35,1.5,6.7,51.7
36,5.7,14.0,64.9
37,1.8,5.5,34.1
38,0.1,1.4,12.100000000000001
39,1.8,3.6,11.0
