,arrival_time,departure_time,required_energy
0,8.1,12.8,47.3
1,4.4,7.5,28.6
2,2.4,7.0,46.2
3,5.2,12.6,58.3
4,9.0,15.0,50.599999999999994
5,8.4,9.3,8.8
6,1.6,7.3,57.2
7,8.2,11.4,25.299999999999997
8,2.3,4.0,15.399999999999999
9,0.3,2.6,14.3
10,0.5,6.5,44.0
11,0.9,7.9,55.0
12,9.0,14.4,37.4
13,2.6,9.2,56.099999999999994
14,5.8,12.9,64.9
15,2.1,9.1,63.8
16,5.3,12.6,53.900000000000006
17,2.0,4.7,19.8
18,1.8,7.3,42.9
19,8.1,12.3,35.2
20,7.5,9.3,17.6
21,7.1,7.9,6.6
22,8.0,9.3,9.9
23,8.3,10.5,15.399999999999999
24,3.0,6.8,29.700000000000003
25,6.1,8.2,15.399999999999999
26,9.2,16.1,58.3
27,6.7,11.7,46.2
28,3.1,8.2,50.599999999999994
29,0.4,7.8,58.3
30,7.6,15.1,55.0
31,1.5,7.9,44.0
32,8.3,13.9,47.3
33,1.9,8.1,57.2
34,1.4,6.6,40.7
35,6.7,14.1,62.7
36,6.0,11.8,58.3
37,6.2,12.8,51.7
38,4.4,6.4,15.399999999999999
39,2.0,7.0,46.2
40,8.4,11.0,17.6
41,8.3,9.7,8.8
42,3.7,5.8,15.399999999999999
43,5.4,9.8,37.4
44,4.7,9.2,45.099999999999994
45,3.2,9.3,51.7
46,4.0,6.8,27.5
47,3.5,9.1,51.7
48,3.3,7.1,35.2
49,7.3,13.9,66.0
