,arrival_time,departure_time,required_energy
0,5.0,6.1,7.699999999999999
1,3.0,4.3,11.0
2,9.4,11.6,22.0
3,5.3,9.3,34.1
4,4.8,9.5,39.6
5,2.4,9.3,58.3
6,0.5,2.4,11.0
7,5.5,8.9,34.1
8,3.5,5.2,15.399999999999999
9,4.9,10.6,57.2
10,1.6,9.1,55.0
11,5.0,8.7,37.4
12,7.5,13.7,57.2
13,9.6,10.4,6.6
14,1.2,5.3,26.4
15,5.1,8.7,26.4
16,1.9,6.2,36.3
17,3.1,9.1,44.0
18,4.9,6.4,15.399999999999999
19,9.7,15.0,38.5
20,0.8,8.0,52.8
21,1.6,3.9,23.1
22,1.9,7.6,45.099999999999994
23,7.1,12.0,49.5
24,2.9,6.2,24.200000000000003
25,5.6,11.1,46.2
26,0.5,1.3,7.699999999999999
27,8.6,12.8,35.2
28,9.7,11.9,19.8
29,7.2,8.9,12.100000000000001
30,4.2,8.0,26.4
31,0.3,4.6,42.9
32,7.8,14.0,52.8
33,9.4,16.6,52.8
34,7.5,13.0,40.7
35,7.8,12.4,31.9
36,1.3,8.0,49.5
37,9.2,12.3,26.4
38,9.6,15.5,53.900000000000006
39,0.0,8.0,62.7
40,6.2,11.3,33.0
41,1.1,6.1,36.3
42,9.9,11.3,8.8
43,8.3,14.6,62.7
44,7.9,9.7,12.100000000000001
45,5.3,7.6,20.9
46,4.0,9.8,39.6
47,8.4,15.1,52.8
48,4.6,10.3,45.099999999999994
49,9.3,15.3,50.599999999999994
