,arrival_time,departure_time,required_energy
0,0.2,1.4,11.0
1,9.0,12.2,22.0
2,3.3,5.5,13.2
3,2.0,4.9,19.8
4,7.2,11.5,34.1
5,8.0,14.0,50.599999999999994
6,4.2,9.7,55.0
7,8.8,13.5,39.6
8,9.3,12.5,20.9
9,1.9,7.8,46.2
10,7.7,10.8,30.799999999999997
11,7.7,9.6,12.100000000000001
12,6.7,9.6,28.6
13,8.0,12.3,42.9
14,5.7,10.6,41.8
15,0.1,0.8,5.5
16,5.2,6.5,7.699999999999999
17,5.2,7.1,18.7
18,7.2,8.5,8.8
19,3.1,4.5,9.9
20,2.3,3.7,9.9
21,1.4,5.4,27.5
22,2.9,3.7,6.6
23,2.9,9.6,52.8
24,2.0,5.9,30.799999999999997
25,7.0,13.3,62.7
26,0.5,5.8,48.400000000000006
27,4.3,11.4,51.7
28,9.9,17.5,59.400000000000006
29,6.8,7.9,6.6
30,5.3,9.6,36.3
31,0.9,2.4,8.8
32,5.8,12.6,57.2
33,1.8,5.4,36.3
34,9.0,15.1,56.099999999999994
35,3.9,11.2,53.900000000000006
36,5.9,10.2,42.9
37,9.4,11.1,14.3
38,2.9,10.5,59.400000000000006
39,4.0,7.1,28.6
40,2.4,6.8,40.7
41,0.8,1.8,7.699999999999999
42,6.8,12.9,56.099999999999994
43,5.5,7.4,18.7
44,3.5,9.9,58.3
45,1.4,7.9,55.0
46,1.2,6.0,37.4
47,0.7,5.0,31.9
48,8.4,12.4,36.3
49,2.7,9.5,57.2
